RxCUI,TTY,Name,Branded Name,Dose Form,USP Category,USP Class,USP Pharmacotherapeutic Group
105050,SBD,BROMOCRIPTINE 5 MG ORAL CAPSULE [PARLODEL],PARLODEL,ORAL CAPSULE,Blood Glucose Regulators,Antidiabetic Agents,
1373469,SBD,CANAGLIFLOZIN 100 MG ORAL TABLET [INVOKANA],INVOKANA,ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,
1373473,SBD,CANAGLIFLOZIN 300 MG ORAL TABLET [INVOKANA],INVOKANA,ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,
197495,SCD,CHLORPROPAMIDE 100 MG ORAL TABLET,,ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,Sulfonylureas
197496,SCD,CHLORPROPAMIDE 250 MG ORAL TABLET,,ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,Sulfonylureas
866903,SBD,COLESEVELAM HYDROCHLORIDE 1875 MG POWDER FOR ORAL SUSPENSION [WELCHOL],WELCHOL,POWDER FOR ORAL SUSPENSION,Blood Glucose Regulators,Antidiabetic Agents,"Glucose Control Agents, Other"
866907,SBD,COLESEVELAM HYDROCHLORIDE 3750 MG POWDER FOR ORAL SUSPENSION [WELCHOL],WELCHOL,POWDER FOR ORAL SUSPENSION,Blood Glucose Regulators,Antidiabetic Agents,"Glucose Control Agents, Other"
866912,SBD,COLESEVELAM HYDROCHLORIDE 625 MG ORAL TABLET [WELCHOL],WELCHOL,ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,"Glucose Control Agents, Other"
1486977,SBD,DAPAGLIFLOZIN 10 MG ORAL TABLET [FARXIGA],FARXIGA,ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,
1486981,SBD,DAPAGLIFLOZIN 5 MG ORAL TABLET [FARXIGA],FARXIGA,ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,
1545664,SBD,EMPAGLIFLOZIN 10 MG ORAL TABLET [JARDIANCE],JARDIANCE,ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,
1545668,SBD,EMPAGLIFLOZIN 25 MG ORAL TABLET [JARDIANCE],JARDIANCE,ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,
1242968,SBD,EXENATIDE 2 MG INJECTION [BYDUREON],BYDUREON,INJECTION,Blood Glucose Regulators,Antidiabetic Agents,GLP-1 Receptor Agonist
199245,SCD,GLIMEPIRIDE 1 MG ORAL TABLET,,ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,Sulfonylureas
153843,SBD,GLIMEPIRIDE 1 MG ORAL TABLET [AMARYL],AMARYL,ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,Sulfonylureas
199246,SCD,GLIMEPIRIDE 2 MG ORAL TABLET,,ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,Sulfonylureas
153591,SBD,GLIMEPIRIDE 2 MG ORAL TABLET [AMARYL],AMARYL,ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,Sulfonylureas
153842,SCD,GLIMEPIRIDE 3 MG ORAL TABLET,,ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,Sulfonylureas
199247,SCD,GLIMEPIRIDE 4 MG ORAL TABLET,,ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,Sulfonylureas
153845,SBD,GLIMEPIRIDE 4 MG ORAL TABLET [AMARYL],AMARYL,ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,Sulfonylureas
1361493,SCD,GLIMEPIRIDE 6 MG ORAL TABLET,,ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,Sulfonylureas
1361495,SCD,GLIMEPIRIDE 8 MG ORAL TABLET,,ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,Sulfonylureas
310488,SCD,GLIPIZIDE 10 MG ORAL TABLET,,ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,Sulfonylureas
205830,SBD,GLIPIZIDE 10 MG ORAL TABLET [GLUCOTROL],GLUCOTROL,ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,Sulfonylureas
310490,SCD,GLIPIZIDE 5 MG ORAL TABLET,,ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,Sulfonylureas
205828,SBD,GLIPIZIDE 5 MG ORAL TABLET [GLUCOTROL],GLUCOTROL,ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,Sulfonylureas
197737,SCD,GLYBURIDE 1.25 MG ORAL TABLET,,ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,Sulfonylureas
205872,SBD,GLYBURIDE 1.25 MG ORAL TABLET [DIABETA],DIABETA,ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,Sulfonylureas
314000,SCD,GLYBURIDE 1.5 MG ORAL TABLET,,ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,Sulfonylureas
881407,SBD,GLYBURIDE 1.5 MG ORAL TABLET [GLYNASE],GLYNASE,ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,Sulfonylureas
310534,SCD,GLYBURIDE 2.5 MG ORAL TABLET,,ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,Sulfonylureas
205875,SBD,GLYBURIDE 2.5 MG ORAL TABLET [DIABETA],DIABETA,ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,Sulfonylureas
310536,SCD,GLYBURIDE 3 MG ORAL TABLET,,ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,Sulfonylureas
881409,SBD,GLYBURIDE 3 MG ORAL TABLET [GLYNASE],GLYNASE,ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,Sulfonylureas
310537,SCD,GLYBURIDE 5 MG ORAL TABLET,,ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,Sulfonylureas
205879,SBD,GLYBURIDE 5 MG ORAL TABLET [DIABETA],DIABETA,ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,Sulfonylureas
310539,SCD,GLYBURIDE 6 MG ORAL TABLET,,ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,Sulfonylureas
881411,SBD,GLYBURIDE 6 MG ORAL TABLET [GLYNASE],GLYNASE,ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,Sulfonylureas
1100706,SBD,LINAGLIPTIN 5 MG ORAL TABLET [TRADJENTA],TRADJENTA,ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,
861027,SBD,METFORMIN HYDROCHLORIDE 100 MG/ML ORAL SOLUTION [RIOMET],RIOMET,ORAL SOLUTION,Blood Glucose Regulators,Antidiabetic Agents,Biguanides
861004,SCD,METFORMIN HYDROCHLORIDE 1000 MG ORAL TABLET,,ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,Biguanides
861006,SBD,METFORMIN HYDROCHLORIDE 1000 MG ORAL TABLET [GLUCOPHAGE],GLUCOPHAGE,ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,Biguanides
861007,SCD,METFORMIN HYDROCHLORIDE 500 MG ORAL TABLET,,ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,Biguanides
861008,SBD,METFORMIN HYDROCHLORIDE 500 MG ORAL TABLET [GLUCOPHAGE],GLUCOPHAGE,ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,Biguanides
861010,SCD,METFORMIN HYDROCHLORIDE 850 MG ORAL TABLET,,ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,Biguanides
861012,SBD,METFORMIN HYDROCHLORIDE 850 MG ORAL TABLET [GLUCOPHAGE],GLUCOPHAGE,ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,Biguanides
205331,SCD,MIGLITOL 100 MG ORAL TABLET,,ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,
213487,SBD,MIGLITOL 100 MG ORAL TABLET [GLYSET],GLYSET,ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,
205329,SCD,MIGLITOL 25 MG ORAL TABLET,,ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,
213485,SBD,MIGLITOL 25 MG ORAL TABLET [GLYSET],GLYSET,ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,
205330,SCD,MIGLITOL 50 MG ORAL TABLET,,ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,
213486,SBD,MIGLITOL 50 MG ORAL TABLET [GLYSET],GLYSET,ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,
1807888,SCD,MODIFIED 24 HR METFORMIN HYDROCHLORIDE 1000 MG EXTENDED RELEASE ORAL TABLET,,EXTENDED RELEASE ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,Biguanides
861015,SBD,MODIFIED 24 HR METFORMIN HYDROCHLORIDE 1000 MG EXTENDED RELEASE ORAL TABLET [GLUMETZA],GLUMETZA,EXTENDED RELEASE ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,Biguanides
1807915,SCD,MODIFIED 24 HR METFORMIN HYDROCHLORIDE 500 MG EXTENDED RELEASE ORAL TABLET,,EXTENDED RELEASE ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,Biguanides
861018,SBD,MODIFIED 24 HR METFORMIN HYDROCHLORIDE 500 MG EXTENDED RELEASE ORAL TABLET [GLUMETZA],GLUMETZA,EXTENDED RELEASE ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,Biguanides
311919,SCD,NATEGLINIDE 120 MG ORAL TABLET,,ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,
284530,SBD,NATEGLINIDE 120 MG ORAL TABLET [STARLIX],STARLIX,ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,
314142,SCD,NATEGLINIDE 60 MG ORAL TABLET,,ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,
284529,SBD,NATEGLINIDE 60 MG ORAL TABLET [STARLIX],STARLIX,ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,
1807894,SCD,OSMOTIC 24 HR METFORMIN HYDROCHLORIDE 1000 MG EXTENDED RELEASE ORAL TABLET,,EXTENDED RELEASE ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,Biguanides
860998,SBD,OSMOTIC 24 HR METFORMIN HYDROCHLORIDE 1000 MG EXTENDED RELEASE ORAL TABLET [FORTAMET],FORTAMET,EXTENDED RELEASE ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,Biguanides
1807917,SCD,OSMOTIC 24 HR METFORMIN HYDROCHLORIDE 500 MG EXTENDED RELEASE ORAL TABLET,,EXTENDED RELEASE ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,Biguanides
861002,SBD,OSMOTIC 24 HR METFORMIN HYDROCHLORIDE 500 MG EXTENDED RELEASE ORAL TABLET [FORTAMET],FORTAMET,EXTENDED RELEASE ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,Biguanides
317573,SCD,PIOGLITAZONE 15 MG ORAL TABLET,,ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,
261266,SBD,PIOGLITAZONE 15 MG ORAL TABLET [ACTOS],ACTOS,ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,
312440,SCD,PIOGLITAZONE 30 MG ORAL TABLET,,ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,
261267,SBD,PIOGLITAZONE 30 MG ORAL TABLET [ACTOS],ACTOS,ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,
312441,SCD,PIOGLITAZONE 45 MG ORAL TABLET,,ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,
261268,SBD,PIOGLITAZONE 45 MG ORAL TABLET [ACTOS],ACTOS,ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,
200257,SCD,REPAGLINIDE 0.5 MG ORAL TABLET,,ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,
213218,SBD,REPAGLINIDE 0.5 MG ORAL TABLET [PRANDIN],PRANDIN,ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,
200256,SCD,REPAGLINIDE 1 MG ORAL TABLET,,ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,
213219,SBD,REPAGLINIDE 1 MG ORAL TABLET [PRANDIN],PRANDIN,ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,
200258,SCD,REPAGLINIDE 2 MG ORAL TABLET,,ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,
213220,SBD,REPAGLINIDE 2 MG ORAL TABLET [PRANDIN],PRANDIN,ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,
312859,SCD,ROSIGLITAZONE 2 MG ORAL TABLET,,ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,
261241,SBD,ROSIGLITAZONE 2 MG ORAL TABLET [AVANDIA],AVANDIA,ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,
312860,SCD,ROSIGLITAZONE 4 MG ORAL TABLET,,ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,
261242,SBD,ROSIGLITAZONE 4 MG ORAL TABLET [AVANDIA],AVANDIA,ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,
312861,SCD,ROSIGLITAZONE 8 MG ORAL TABLET,,ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,
261243,SBD,ROSIGLITAZONE 8 MG ORAL TABLET [AVANDIA],AVANDIA,ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,
858044,SBD,SAXAGLIPTIN 2.5 MG ORAL TABLET [ONGLYZA],ONGLYZA,ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,
858040,SBD,SAXAGLIPTIN 5 MG ORAL TABLET [ONGLYZA],ONGLYZA,ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,
665036,SBD,SITAGLIPTIN 100 MG ORAL TABLET [JANUVIA],JANUVIA,ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,
665040,SBD,SITAGLIPTIN 25 MG ORAL TABLET [JANUVIA],JANUVIA,ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,
665044,SBD,SITAGLIPTIN 50 MG ORAL TABLET [JANUVIA],JANUVIA,ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,
198291,SCD,TOLAZAMIDE 100 MG ORAL TABLET,,ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,Sulfonylureas
207953,SBD,TOLAZAMIDE 100 MG ORAL TABLET [TOLINASE],TOLINASE,ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,Sulfonylureas
198292,SCD,TOLAZAMIDE 250 MG ORAL TABLET,,ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,Sulfonylureas
207954,SBD,TOLAZAMIDE 250 MG ORAL TABLET [TOLINASE],TOLINASE,ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,Sulfonylureas
198293,SCD,TOLAZAMIDE 500 MG ORAL TABLET,,ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,Sulfonylureas
207955,SBD,TOLAZAMIDE 500 MG ORAL TABLET [TOLINASE],TOLINASE,ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,Sulfonylureas
198294,SCD,TOLBUTAMIDE 500 MG ORAL TABLET,,ORAL TABLET,Blood Glucose Regulators,Antidiabetic Agents,Sulfonylureas
1810999,SBD,24 HR CANAGLIFLOZIN 150 MG / METFORMIN HYDROCHLORIDE 1000 MG EXTENDED RELEASE ORAL TABLET [INVOKAMET],INVOKAMET,EXTENDED RELEASE ORAL TABLET,Blood Glucose Regulators,Blood Glucose Regulator Combination,
1811003,SBD,24 HR CANAGLIFLOZIN 150 MG / METFORMIN HYDROCHLORIDE 500 MG EXTENDED RELEASE ORAL TABLET [INVOKAMET],INVOKAMET,EXTENDED RELEASE ORAL TABLET,Blood Glucose Regulators,Blood Glucose Regulator Combination,
1811007,SBD,24 HR CANAGLIFLOZIN 50 MG / METFORMIN HYDROCHLORIDE 1000 MG EXTENDED RELEASE ORAL TABLET [INVOKAMET],INVOKAMET,EXTENDED RELEASE ORAL TABLET,Blood Glucose Regulators,Blood Glucose Regulator Combination,
1811011,SBD,24 HR CANAGLIFLOZIN 50 MG / METFORMIN HYDROCHLORIDE 500 MG EXTENDED RELEASE ORAL TABLET [INVOKAMET],INVOKAMET,EXTENDED RELEASE ORAL TABLET,Blood Glucose Regulators,Blood Glucose Regulator Combination,
1593775,SBD,24 HR DAPAGLIFLOZIN 10 MG / METFORMIN HYDROCHLORIDE 1000 MG EXTENDED RELEASE ORAL TABLET [XIGDUO],XIGDUO,EXTENDED RELEASE ORAL TABLET,Blood Glucose Regulators,Blood Glucose Regulator Combination,
1593835,SBD,24 HR DAPAGLIFLOZIN 10 MG / METFORMIN HYDROCHLORIDE 500 MG EXTENDED RELEASE ORAL TABLET [XIGDUO],XIGDUO,EXTENDED RELEASE ORAL TABLET,Blood Glucose Regulators,Blood Glucose Regulator Combination,
1940498,SBD,24 HR DAPAGLIFLOZIN 2.5 MG / METFORMIN HYDROCHLORIDE 1000 MG EXTENDED RELEASE ORAL TABLET [XIGDUO],XIGDUO,EXTENDED RELEASE ORAL TABLET,Blood Glucose Regulators,Blood Glucose Regulator Combination,
1593833,SBD,24 HR DAPAGLIFLOZIN 5 MG / METFORMIN HYDROCHLORIDE 1000 MG EXTENDED RELEASE ORAL TABLET [XIGDUO],XIGDUO,EXTENDED RELEASE ORAL TABLET,Blood Glucose Regulators,Blood Glucose Regulator Combination,
1593831,SBD,24 HR DAPAGLIFLOZIN 5 MG / METFORMIN HYDROCHLORIDE 500 MG EXTENDED RELEASE ORAL TABLET [XIGDUO],XIGDUO,EXTENDED RELEASE ORAL TABLET,Blood Glucose Regulators,Blood Glucose Regulator Combination,
1862688,SBD,24 HR EMPAGLIFLOZIN 10 MG / METFORMIN HYDROCHLORIDE 1000 MG EXTENDED RELEASE ORAL TABLET [SYNJARDY],SYNJARDY,EXTENDED RELEASE ORAL TABLET,Blood Glucose Regulators,Blood Glucose Regulator Combination,
1862692,SBD,24 HR EMPAGLIFLOZIN 12.5 MG / METFORMIN HYDROCHLORIDE 1000 MG EXTENDED RELEASE ORAL TABLET [SYNJARDY],SYNJARDY,EXTENDED RELEASE ORAL TABLET,Blood Glucose Regulators,Blood Glucose Regulator Combination,
1862697,SBD,24 HR EMPAGLIFLOZIN 25 MG / METFORMIN HYDROCHLORIDE 1000 MG EXTENDED RELEASE ORAL TABLET [SYNJARDY],SYNJARDY,EXTENDED RELEASE ORAL TABLET,Blood Glucose Regulators,Blood Glucose Regulator Combination,
1862701,SBD,24 HR EMPAGLIFLOZIN 5 MG / METFORMIN HYDROCHLORIDE 1000 MG EXTENDED RELEASE ORAL TABLET [SYNJARDY],SYNJARDY,EXTENDED RELEASE ORAL TABLET,Blood Glucose Regulators,Blood Glucose Regulator Combination,
1796091,SBD,24 HR LINAGLIPTIN 2.5 MG / METFORMIN HYDROCHLORIDE 1000 MG EXTENDED RELEASE ORAL TABLET [JENTADUETO],JENTADUETO,EXTENDED RELEASE ORAL TABLET,Blood Glucose Regulators,Blood Glucose Regulator Combination,
1796096,SBD,24 HR LINAGLIPTIN 5 MG / METFORMIN HYDROCHLORIDE 1000 MG EXTENDED RELEASE ORAL TABLET [JENTADUETO],JENTADUETO,EXTENDED RELEASE ORAL TABLET,Blood Glucose Regulators,Blood Glucose Regulator Combination,
899993,SBD,24 HR METFORMIN HYDROCHLORIDE 1000 MG / PIOGLITAZONE 15 MG EXTENDED RELEASE ORAL TABLET [ACTOPLUS MET],ACTOPLUS MET,EXTENDED RELEASE ORAL TABLET,Blood Glucose Regulators,Blood Glucose Regulator Combination,
900000,SBD,24 HR METFORMIN HYDROCHLORIDE 1000 MG / PIOGLITAZONE 30 MG EXTENDED RELEASE ORAL TABLET [ACTOPLUS MET],ACTOPLUS MET,EXTENDED RELEASE ORAL TABLET,Blood Glucose Regulators,Blood Glucose Regulator Combination,
1043567,SBD,24 HR METFORMIN HYDROCHLORIDE 1000 MG / SAXAGLIPTIN 2.5 MG EXTENDED RELEASE ORAL TABLET [KOMBIGLYZE],KOMBIGLYZE,EXTENDED RELEASE ORAL TABLET,Blood Glucose Regulators,Blood Glucose Regulator Combination,
1043574,SBD,24 HR METFORMIN HYDROCHLORIDE 1000 MG / SAXAGLIPTIN 5 MG EXTENDED RELEASE ORAL TABLET [KOMBIGLYZE],KOMBIGLYZE,EXTENDED RELEASE ORAL TABLET,Blood Glucose Regulators,Blood Glucose Regulator Combination,
1243833,SBD,24 HR METFORMIN HYDROCHLORIDE 1000 MG / SITAGLIPTIN 100 MG EXTENDED RELEASE ORAL TABLET [JANUMET],JANUMET,EXTENDED RELEASE ORAL TABLET,Blood Glucose Regulators,Blood Glucose Regulator Combination,
1243843,SBD,24 HR METFORMIN HYDROCHLORIDE 1000 MG / SITAGLIPTIN 50 MG EXTENDED RELEASE ORAL TABLET [JANUMET],JANUMET,EXTENDED RELEASE ORAL TABLET,Blood Glucose Regulators,Blood Glucose Regulator Combination,
1043582,SBD,24 HR METFORMIN HYDROCHLORIDE 500 MG / SAXAGLIPTIN 5 MG EXTENDED RELEASE ORAL TABLET [KOMBIGLYZE],KOMBIGLYZE,EXTENDED RELEASE ORAL TABLET,Blood Glucose Regulators,Blood Glucose Regulator Combination,
1243848,SBD,24 HR METFORMIN HYDROCHLORIDE 500 MG / SITAGLIPTIN 50 MG EXTENDED RELEASE ORAL TABLET [JANUMET],JANUMET,EXTENDED RELEASE ORAL TABLET,Blood Glucose Regulators,Blood Glucose Regulator Combination,
1860172,SBD,3 ML INSULIN DEGLUDEC 100 UNT/ML / LIRAGLUTIDE 3.6 MG/ML PEN INJECTOR [XULTOPHY],XULTOPHY,PEN INJECTOR,Blood Glucose Regulators,Blood Glucose Regulator Combination,
1994316,SBD,"3 ML INSULIN DEGLUDEC 70 UNT/ML / INSULIN, ASPART, HUMAN 30 UNT/ML PEN INJECTOR [RYZODEG]",RYZODEG,PEN INJECTOR,Blood Glucose Regulators,Blood Glucose Regulator Combination,
1859000,SBD,3 ML INSULIN GLARGINE 100 UNT/ML / LIXISENATIDE 0.033 MG/ML PEN INJECTOR [SOLIQUA],SOLIQUA,PEN INJECTOR,Blood Glucose Regulators,Blood Glucose Regulator Combination,
847187,SCD,"3 ML INSULIN HUMAN, ISOPHANE 70 UNT/ML / REGULAR INSULIN, HUMAN 30 UNT/ML PEN INJECTOR",,PEN INJECTOR,Blood Glucose Regulators,Blood Glucose Regulator Combination,
847254,SBD,"3 ML INSULIN LISPRO 25 UNT/ML / INSULIN, PROTAMINE LISPRO, HUMAN 75 UNT/ML PEN INJECTOR [HUMALOG MIX]",HUMALOG MIX,PEN INJECTOR,Blood Glucose Regulators,Blood Glucose Regulator Combination,
847213,SBD,"3 ML INSULIN LISPRO 50 UNT/ML / INSULIN, PROTAMINE LISPRO, HUMAN 50 UNT/ML PEN INJECTOR [HUMALOG MIX]",HUMALOG MIX,PEN INJECTOR,Blood Glucose Regulators,Blood Glucose Regulator Combination,
977840,SBD,"3 ML INSULIN, ASPART PROTAMINE, HUMAN 70 UNT/ML / INSULIN, ASPART, HUMAN 30 UNT/ML PEN INJECTOR [NOVOLOG MIX]",NOVOLOG MIX,PEN INJECTOR,Blood Glucose Regulators,Blood Glucose Regulator Combination,
1545156,SBD,CANAGLIFLOZIN 150 MG / METFORMIN HYDROCHLORIDE 1000 MG ORAL TABLET [INVOKAMET],INVOKAMET,ORAL TABLET,Blood Glucose Regulators,Blood Glucose Regulator Combination,
1545159,SBD,CANAGLIFLOZIN 150 MG / METFORMIN HYDROCHLORIDE 500 MG ORAL TABLET [INVOKAMET],INVOKAMET,ORAL TABLET,Blood Glucose Regulators,Blood Glucose Regulator Combination,
1545163,SBD,CANAGLIFLOZIN 50 MG / METFORMIN HYDROCHLORIDE 1000 MG ORAL TABLET [INVOKAMET],INVOKAMET,ORAL TABLET,Blood Glucose Regulators,Blood Glucose Regulator Combination,
1545166,SBD,CANAGLIFLOZIN 50 MG / METFORMIN HYDROCHLORIDE 500 MG ORAL TABLET [INVOKAMET],INVOKAMET,ORAL TABLET,Blood Glucose Regulators,Blood Glucose Regulator Combination,
1925504,SBD,DAPAGLIFLOZIN 10 MG / SAXAGLIPTIN 5 MG ORAL TABLET [QTERN],QTERN,ORAL TABLET,Blood Glucose Regulators,Blood Glucose Regulator Combination,
1602115,SBD,EMPAGLIFLOZIN 10 MG / LINAGLIPTIN 5 MG ORAL TABLET [GLYXAMBI],GLYXAMBI,ORAL TABLET,Blood Glucose Regulators,Blood Glucose Regulator Combination,
1665369,SBD,EMPAGLIFLOZIN 12.5 MG / METFORMIN HYDROCHLORIDE 1000 MG ORAL TABLET [SYNJARDY],SYNJARDY,ORAL TABLET,Blood Glucose Regulators,Blood Glucose Regulator Combination,
1664325,SBD,EMPAGLIFLOZIN 12.5 MG / METFORMIN HYDROCHLORIDE 500 MG ORAL TABLET [SYNJARDY],SYNJARDY,ORAL TABLET,Blood Glucose Regulators,Blood Glucose Regulator Combination,
1602120,SBD,EMPAGLIFLOZIN 25 MG / LINAGLIPTIN 5 MG ORAL TABLET [GLYXAMBI],GLYXAMBI,ORAL TABLET,Blood Glucose Regulators,Blood Glucose Regulator Combination,
1664328,SBD,EMPAGLIFLOZIN 5 MG / METFORMIN HYDROCHLORIDE 1000 MG ORAL TABLET [SYNJARDY],SYNJARDY,ORAL TABLET,Blood Glucose Regulators,Blood Glucose Regulator Combination,
1664321,SBD,EMPAGLIFLOZIN 5 MG / METFORMIN HYDROCHLORIDE 500 MG ORAL TABLET [SYNJARDY],SYNJARDY,ORAL TABLET,Blood Glucose Regulators,Blood Glucose Regulator Combination,
847716,SBD,GLIMEPIRIDE 1 MG / ROSIGLITAZONE 4 MG ORAL TABLET [AVANDARYL],AVANDARYL,ORAL TABLET,Blood Glucose Regulators,Blood Glucose Regulator Combination,
847712,SBD,GLIMEPIRIDE 2 MG / ROSIGLITAZONE 4 MG ORAL TABLET [AVANDARYL],AVANDARYL,ORAL TABLET,Blood Glucose Regulators,Blood Glucose Regulator Combination,
847724,SBD,GLIMEPIRIDE 4 MG / ROSIGLITAZONE 8 MG ORAL TABLET [AVANDARYL],AVANDARYL,ORAL TABLET,Blood Glucose Regulators,Blood Glucose Regulator Combination,
861731,SCD,GLIPIZIDE 2.5 MG / METFORMIN HYDROCHLORIDE 250 MG ORAL TABLET,,ORAL TABLET,Blood Glucose Regulators,Blood Glucose Regulator Combination,
861733,SBD,GLIPIZIDE 2.5 MG / METFORMIN HYDROCHLORIDE 250 MG ORAL TABLET [METAGLIP],METAGLIP,ORAL TABLET,Blood Glucose Regulators,Blood Glucose Regulator Combination,
861736,SCD,GLIPIZIDE 2.5 MG / METFORMIN HYDROCHLORIDE 500 MG ORAL TABLET,,ORAL TABLET,Blood Glucose Regulators,Blood Glucose Regulator Combination,
861740,SCD,GLIPIZIDE 5 MG / METFORMIN HYDROCHLORIDE 500 MG ORAL TABLET,,ORAL TABLET,Blood Glucose Regulators,Blood Glucose Regulator Combination,
861743,SCD,GLYBURIDE 1.25 MG / METFORMIN HYDROCHLORIDE 250 MG ORAL TABLET,,ORAL TABLET,Blood Glucose Regulators,Blood Glucose Regulator Combination,
861747,SBD,GLYBURIDE 1.25 MG / METFORMIN HYDROCHLORIDE 250 MG ORAL TABLET [GLUCOVANCE],GLUCOVANCE,ORAL TABLET,Blood Glucose Regulators,Blood Glucose Regulator Combination,
861748,SCD,GLYBURIDE 2.5 MG / METFORMIN HYDROCHLORIDE 500 MG ORAL TABLET,,ORAL TABLET,Blood Glucose Regulators,Blood Glucose Regulator Combination,
